name,expression,index,module_id,module_index,comment,external_requirement/0/name,external_requirement/0/bx_offset,external_requirement/1/name,external_requirement/1/bx_offset,cut/0/name,cut/0/object,cut/0/type,cut/0/minimum,cut/0/maximum,cut/0/data,cut/0/comment,cut/1/name,cut/1/object,cut/1/type,cut/1/minimum,cut/1/maximum,cut/1/data,cut/1/comment,cut/2/name,cut/2/object,cut/2/type,cut/2/minimum,cut/2/maximum,cut/2/data,cut/2/comment,cut/3/name,cut/3/object,cut/3/type,cut/3/minimum,cut/3/maximum,cut/3/data,cut/4/name,cut/4/object,cut/4/type,cut/4/minimum,cut/4/maximum,cut/4/data,object_requirement/0/name,object_requirement/0/type,object_requirement/0/comparison_operator,object_requirement/0/threshold,object_requirement/0/bx_offset,object_requirement/1/name,object_requirement/1/type,object_requirement/1/comparison_operator,object_requirement/1/threshold,object_requirement/1/bx_offset,cut/5/name,cut/5/object,cut/5/type,cut/5/minimum,cut/5/maximum,cut/5/data,object_requirement/2/name,object_requirement/2/type,object_requirement/2/comparison_operator,object_requirement/2/threshold,object_requirement/2/bx_offset,object_requirement/3/name,object_requirement/3/type,object_requirement/3/comparison_operator,object_requirement/3/threshold,object_requirement/3/bx_offset,cut/3/comment,external_requirement/2/name,external_requirement/2/bx_offset,external_requirement/3/name,external_requirement/3/bx_offset,external_requirement/4/name,external_requirement/4/bx_offset,object_requirement/4/name,object_requirement/4/type,object_requirement/4/comparison_operator,object_requirement/4/threshold,object_requirement/4/bx_offset
L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142,"dist{MU3-1[MU-ETA_1p2,MU-PHI_TOP120,MU-QLTY_SNGL],MU3[MU-ETA_1p2,MU-PHI_BOTTOM120,MU-QLTY_SNGL]}[DPHI_DPHI_MIN2p618_MAX3p142]",504,1,74,2 Hz https://its.cern.ch/jira/browse/CMSLITDPG-74 https://its.cern.ch/jira/browse/CMSLITDPG-222,,,,,MU-PHI_BOTTOM120,MU,PHI,+3.6651914291880918E+00,+5.7595865315812871E+00,,MUO from bottom [3.665;5.760] which should correpond to an angle of 120 degree around 3/2 PI,MU-PHI_TOP120,MU,PHI,+5.2359877559829882E-01,+2.6179938779914944E+00,,MUO from TOP [0.524;2.618] which should correspond to an angle of 120 degree around PI/2,DPHI_DPHI_MIN2p618_MAX3p142,,DPHI,+2.6179999999999999E+00,+3.1419999999999999E+00,,back-to-back w/ a tolerance of ~ pi/6,MU-ETA_1p2,MU,ETA,-1.2016874999999998E+00,+1.2016875000000000E+00,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",MU3-1,MU,.ge.,+3.0000000000000000E+00,-1,MU3,MU,.ge.,+3.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG6_HTT240er,"comb{EG6,EG6} AND HTT240",336,2,36,Susy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HTT240,HTT,.ge.,+2.4000000000000000E+02,0,EG6,EG,.ge.,+6.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG6_HTT250er,"comb{EG6,EG6} AND HTT250",337,2,34,Susy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG6,EG,.ge.,+6.0000000000000000E+00,0,HTT250,HTT,.ge.,+2.5000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG6_HTT255er,"comb{EG6,EG6} AND HTT255",439,2,40,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HTT255,HTT,.ge.,+2.5500000000000000E+02,0,EG6,EG,.ge.,+6.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG6_HTT270er,"comb{EG6,EG6} AND HTT270",338,2,51,Susy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG6,EG,.ge.,+6.0000000000000000E+00,0,HTT270,HTT,.ge.,+2.7000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG6_HTT300er,"comb{EG6,EG6} AND HTT300",339,2,49,Susy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG6,EG,.ge.,+6.0000000000000000E+00,0,HTT300,HTT,.ge.,+3.0000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG8er2p6_HTT255er,"comb{EG8[EG-ETA_2p61],EG8[EG-ETA_2p61]} AND HTT255",340,2,85,https://its.cern.ch/jira/browse/CMSLITDPG-158,,,,,EG-ETA_2p61,EG,ETA,-2.6099999999999999E+00,+2.6099999999999999E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HTT255,HTT,.ge.,+2.5500000000000000E+02,0,EG8,EG,.ge.,+8.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG8er2p6_HTT270er,"comb{EG8[EG-ETA_2p61],EG8[EG-ETA_2p61]} AND HTT270",341,2,54,https://its.cern.ch/jira/browse/CMSLITDPG-158,,,,,EG-ETA_2p61,EG,ETA,-2.6099999999999999E+00,+2.6099999999999999E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG8,EG,.ge.,+8.0000000000000000E+00,0,HTT270,HTT,.ge.,+2.7000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG8er2p6_HTT300er,"comb{EG8[EG-ETA_2p61],EG8[EG-ETA_2p61]} AND HTT300",342,2,60,https://its.cern.ch/jira/browse/CMSLITDPG-158,,,,,EG-ETA_2p61,EG,ETA,-2.6099999999999999E+00,+2.6099999999999999E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG8,EG,.ge.,+8.0000000000000000E+00,0,HTT300,HTT,.ge.,+3.0000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_15_10,"comb{EG15,EG10}",100,5,28,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG15,EG,.ge.,+1.5000000000000000E+01,0,EG10,EG,.ge.,+1.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_18_17,"comb{EG18,EG17}",101,1,35,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG17,EG,.ge.,+1.7000000000000000E+01,0,EG18,EG,.ge.,+1.8000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_20_18,"comb{EG20,EG18}",102,0,50,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG20,EG,.ge.,+2.0000000000000000E+01,0,EG18,EG,.ge.,+1.8000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_22_10,"comb{EG22,EG10}",103,4,28,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG22,EG,.ge.,+2.2000000000000000E+01,0,EG10,EG,.ge.,+1.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_22_12,"comb{EG22,EG12}",104,5,29,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG22,EG,.ge.,+2.2000000000000000E+01,0,EG12,EG,.ge.,+1.2000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_22_15,"comb{EG22,EG15}",105,1,36,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG22,EG,.ge.,+2.2000000000000000E+01,0,EG15,EG,.ge.,+1.5000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_23_10,"comb{EG23,EG10}",106,0,51,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG23,EG,.ge.,+2.3000000000000000E+01,0,EG10,EG,.ge.,+1.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_24_17,"comb{EG24,EG17}",107,4,29,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG17,EG,.ge.,+1.7000000000000000E+01,0,EG24,EG,.ge.,+2.4000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_25_12,"comb{EG25,EG12}",108,5,30,slim:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG12,EG,.ge.,+1.2000000000000000E+01,0,EG25,EG,.ge.,+2.5000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_25_13,"comb{EG25,EG13}",109,1,37,slim:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG13,EG,.ge.,+1.3000000000000000E+01,0,EG25,EG,.ge.,+2.5000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_25_14,"comb{EG25,EG14}",110,0,52,slim:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG14,EG,.ge.,+1.4000000000000000E+01,0,EG25,EG,.ge.,+2.5000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_LooseIso23_10,"comb{EG23[EG-ISO_0xC],EG10}",279,4,30,HZZ HWW: https://indico.cern.ch/event/630992/contributions/2549890/attachments/1442254/2222923/L1Status_DPG.pdf,,,,,EG-ISO_0xC,EG,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,EG23,EG,.ge.,+2.3000000000000000E+01,0,EG10,EG,.ge.,+1.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleEG_LooseIso24_10,"comb{EG24[EG-ISO_0xC],EG10}",280,5,31,HZZ HWW: https://indico.cern.ch/event/630992/contributions/2549890/attachments/1442254/2222923/L1Status_DPG.pdf,,,,,EG-ISO_0xC,EG,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,EG24,EG,.ge.,+2.4000000000000000E+01,0,EG10,EG,.ge.,+1.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleIsoTau28er2p1,"comb{TAU28[TAU-ISO_0xE,TAU-ETA_2p13],TAU28[TAU-ISO_0xE,TAU-ETA_2p13]}",123,1,38,https://its.cern.ch/jira/browse/CMSLITDPG-103  sync:L1_Mu22er_IsoTau28er,,,,,TAU-ISO_0xE,TAU,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"1,2,3",,TAU-ETA_2p13,TAU,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,TAU28,TAU,.ge.,+2.8000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleIsoTau30er2p1,"comb{TAU30[TAU-ISO_0xE,TAU-ETA_2p13],TAU30[TAU-ISO_0xE,TAU-ETA_2p13]}",124,0,53,https://its.cern.ch/jira/browse/CMSLITDPG-103  sync:L1_Mu22er_IsoTau30er,,,,,TAU-ISO_0xE,TAU,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"1,2,3",,TAU-ETA_2p13,TAU,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,TAU30,TAU,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleIsoTau32er2p1,"comb{TAU32[TAU-ISO_0xE,TAU-ETA_2p13],TAU32[TAU-ISO_0xE,TAU-ETA_2p13]}",125,4,31,https://its.cern.ch/jira/browse/CMSLITDPG-103  sync:L1_Mu22er_IsoTau32er,,,,,TAU-ISO_0xE,TAU,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"1,2,3",,TAU-ETA_2p13,TAU,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,TAU32,TAU,.ge.,+3.2000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleIsoTau33er2p1,"comb{TAU33[TAU-ISO_0xE,TAU-ETA_2p13],TAU33[TAU-ISO_0xE,TAU-ETA_2p13]}",126,5,32,https://its.cern.ch/jira/browse/CMSLITDPG-103  sync:L1_Mu22er_IsoTau33er,,,,,TAU-ISO_0xE,TAU,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"1,2,3",,TAU-ETA_2p13,TAU,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,TAU33,TAU,.ge.,+3.3000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleIsoTau34er2p1,"comb{TAU34[TAU-ISO_0xE,TAU-ETA_2p13],TAU34[TAU-ISO_0xE,TAU-ETA_2p13]}",127,1,39,https://its.cern.ch/jira/browse/CMSLITDPG-103  sync:L1_Mu22er_IsoTau34er,,,,,TAU-ISO_0xE,TAU,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"1,2,3",,TAU-ETA_2p13,TAU,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,TAU34,TAU,.ge.,+3.4000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleIsoTau35er2p1,"comb{TAU35[TAU-ISO_0xE,TAU-ETA_2p13],TAU35[TAU-ISO_0xE,TAU-ETA_2p13]}",128,0,54,https://its.cern.ch/jira/browse/CMSLITDPG-103  sync:L1_Mu22er_IsoTau35er,,,,,TAU-ISO_0xE,TAU,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"1,2,3",,TAU-ETA_2p13,TAU,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,TAU35,TAU,.ge.,+3.5000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleIsoTau36er2p1,"comb{TAU36[TAU-ISO_0xE,TAU-ETA_2p13],TAU36[TAU-ISO_0xE,TAU-ETA_2p13]}",129,4,32,https://its.cern.ch/jira/browse/CMSLITDPG-103  sync:L1_Mu22er_IsoTau36er,,,,,TAU-ISO_0xE,TAU,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"1,2,3",,TAU-ETA_2p13,TAU,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,TAU36,TAU,.ge.,+3.6000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleIsoTau38er2p1,"comb{TAU38[TAU-ISO_0xE,TAU-ETA_2p13],TAU38[TAU-ISO_0xE,TAU-ETA_2p13]}",130,5,33,https://its.cern.ch/jira/browse/CMSLITDPG-103  sync:L1_Mu22er_IsoTau38er,,,,,TAU-ISO_0xE,TAU,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"1,2,3",,TAU-ETA_2p13,TAU,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,TAU38,TAU,.ge.,+3.8000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet100er2p3_dEta_Max1p6,"dist{JET100[JET-ETA_2p3],JET100[JET-ETA_2p3]}[DETA_MAX_1p6]",251,0,74,Higgs H to bb: https://its.cern.ch/jira/browse/CMSLITDPG-38,,,,,DETA_MAX_1p6,,DETA,+0.0000000000000000E+00,+1.6000000000000001E+00,,,JET-ETA_2p3,JET,ETA,-2.3054999999999999E+00,+2.3054999999999999E+00,,,,,,,,,,,,,,,,,,,,,,JET100,JET,.ge.,+1.0000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet100er2p7,"comb{JET100[JET-ETA_2p7],JET100[JET-ETA_2p7]}",155,1,40,75 Hz https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET100,JET,.ge.,+1.0000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet112er2p3_dEta_Max1p6,"dist{JET112[JET-ETA_2p3],JET112[JET-ETA_2p3]}[DETA_MAX_1p6]",252,1,72,https://its.cern.ch/jira/browse/CMSLITDPG-176,,,,,DETA_MAX_1p6,,DETA,+0.0000000000000000E+00,+1.6000000000000001E+00,,,JET-ETA_2p3,JET,ETA,-2.3054999999999999E+00,+2.3054999999999999E+00,,,,,,,,,,,,,,,,,,,,,,JET112,JET,.ge.,+1.1200000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet112er2p7,"comb{JET112[JET-ETA_2p7],JET112[JET-ETA_2p7]}",156,0,55,75 Hz https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET112,JET,.ge.,+1.1200000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet120er2p7,"comb{JET120[JET-ETA_2p7],JET120[JET-ETA_2p7]}",157,4,33,75 Hz https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET120,JET,.ge.,+1.2000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet150er2p7,"comb{JET150[JET-ETA_2p7],JET150[JET-ETA_2p7]}",158,5,34,https://its.cern.ch/jira/browse/CMSLITDPG-156 https://its.cern.ch/jira/browse/CMSLITDPG-156,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET150,JET,.ge.,+1.5000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet30_Mass_Min300_dEta_Max1p5,"mass_inv{JET30,JET30}[MASS_MIN_300,DETA_MAX_1p5]",216,5,62,https://its.cern.ch/jira/browse/CMSLITDPG-177,,,,,DETA_MAX_1p5,,DETA,+0.0000000000000000E+00,+1.5000000000000000E+00,,,MASS_MIN_300,,MASS,+3.0000000000000000E+02,+1.5198200000000000E+05,,,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet30_Mass_Min320_dEta_Max1p5,"mass_inv{JET30,JET30}[MASS_MIN_320,DETA_MAX_1p5]",217,3,14,https://its.cern.ch/jira/browse/CMSLITDPG-177,,,,,MASS_MIN_320,,MASS,+3.2000000000000000E+02,+1.5198200000000000E+05,,,DETA_MAX_1p5,,DETA,+0.0000000000000000E+00,+1.5000000000000000E+00,,,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet30_Mass_Min340_dEta_Max1p5,"mass_inv{JET30,JET30}[MASS_MIN_340,DETA_MAX_1p5]",218,0,79,https://its.cern.ch/jira/browse/CMSLITDPG-177,,,,,MASS_MIN_340,,MASS,+3.4000000000000000E+02,+1.5198200000000000E+05,,,DETA_MAX_1p5,,DETA,+0.0000000000000000E+00,+1.5000000000000000E+00,,,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet30_Mass_Min360_dEta_Max1p5,"mass_inv{JET30,JET30}[MASS_MIN_360,DETA_MAX_1p5]",219,1,77,https://its.cern.ch/jira/browse/CMSLITDPG-177,,,,,MASS_MIN_360,,MASS,+3.6000000000000000E+02,+1.5198200000000000E+05,,,DETA_MAX_1p5,,DETA,+0.0000000000000000E+00,+1.5000000000000000E+00,,,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet30_Mass_Min380_dEta_Max1p5,"mass_inv{JET30,JET30}[MASS_MIN_380,DETA_MAX_1p5]",220,4,75,https://its.cern.ch/jira/browse/CMSLITDPG-177,,,,,DETA_MAX_1p5,,DETA,+0.0000000000000000E+00,+1.5000000000000000E+00,,,MASS_MIN_380,,MASS,+3.8000000000000000E+02,+1.5198200000000000E+05,,,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet30_Mass_Min400_Mu10,"MU10[MU-QLTY_SNGL] AND mass_inv{JET30,JET30}[MASS_MIN_400]",290,2,9,Higgs VBF H to tau tau: https://its.cern.ch/jira/browse/CMSLITDPG-102,,,,,MASS_MIN_400,,MASS,+4.0000000000000000E+02,+1.4000000000000000E+04,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,MU10,MU,.ge.,+1.0000000000000000E+01,0,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet30_Mass_Min400_Mu6,"MU6[MU-QLTY_SNGL] AND mass_inv{JET30,JET30}[MASS_MIN_400]",289,2,19,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,MASS_MIN_400,,MASS,+4.0000000000000000E+02,+1.4000000000000000E+04,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,MU6,MU,.ge.,+6.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet30_Mass_Min400_dEta_Max1p5,"mass_inv{JET30,JET30}[MASS_MIN_400,DETA_MAX_1p5]",221,2,112,https://its.cern.ch/jira/browse/CMSLITDPG-177,,,,,MASS_MIN_400,,MASS,+4.0000000000000000E+02,+1.4000000000000000E+04,,,DETA_MAX_1p5,,DETA,+0.0000000000000000E+00,+1.5000000000000000E+00,,,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet35_rmovlp_IsoTau45_Mass_Min450,"mass_inv_orm{JET35,JET35,TAU45[TAU-ISO_0xE]}[MASS_MIN_450,ORMDR_0p2]",292,0,82,https://its.cern.ch/jira/browse/CMSLITDPG-121,,,,,TAU-ISO_0xE,TAU,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"1,2,3",,ORMDR_0p2,,ORMDR,+0.0000000000000000E+00,+2.0000000000000001E-01,,,MASS_MIN_450,,MASS,+4.5000000000000000E+02,+1.4000000000000000E+04,,,,,,,,,,,,,,,JET35,JET,.ge.,+3.5000000000000000E+01,0,TAU45,TAU,.ge.,+4.5000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet40er2p7,"comb{JET40[JET-ETA_2p7],JET40[JET-ETA_2p7]}",151,1,41,300 Hz https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET40,JET,.ge.,+4.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet50er2p7,"comb{JET50[JET-ETA_2p7],JET50[JET-ETA_2p7]}",152,0,56,https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET50,JET,.ge.,+5.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet60er2p7,"comb{JET60[JET-ETA_2p7],JET60[JET-ETA_2p7]}",153,2,79,https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET60,JET,.ge.,+6.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet60er2p7_ETM100,"comb{JET60[JET-ETA_2p7],JET60[JET-ETA_2p7]} AND ETM100",278,2,84,https://its.cern.ch/jira/browse/CMSLITDPG-87 https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETM100,ETM,.ge.,+1.0000000000000000E+02,0,JET60,JET,.ge.,+6.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet60er2p7_ETM60,"comb{JET60[JET-ETA_2p7],JET60[JET-ETA_2p7]} AND ETM60",429,2,82,https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETM60,ETM,.ge.,+6.0000000000000000E+01,0,JET60,JET,.ge.,+6.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet60er2p7_ETM70,"comb{JET60[JET-ETA_2p7],JET60[JET-ETA_2p7]} AND ETM70",275,2,87,https://its.cern.ch/jira/browse/CMSLITDPG-87 https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETM70,ETM,.ge.,+7.0000000000000000E+01,0,JET60,JET,.ge.,+6.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
