name,expression,index,module_id,module_index,comment,external_requirement/0/name,external_requirement/0/bx_offset,external_requirement/1/name,external_requirement/1/bx_offset,cut/0/name,cut/0/object,cut/0/type,cut/0/minimum,cut/0/maximum,cut/0/data,cut/0/comment,cut/1/name,cut/1/object,cut/1/type,cut/1/minimum,cut/1/maximum,cut/1/data,cut/1/comment,cut/2/name,cut/2/object,cut/2/type,cut/2/minimum,cut/2/maximum,cut/2/data,cut/2/comment,cut/3/name,cut/3/object,cut/3/type,cut/3/minimum,cut/3/maximum,cut/3/data,cut/4/name,cut/4/object,cut/4/type,cut/4/minimum,cut/4/maximum,cut/4/data,object_requirement/0/name,object_requirement/0/type,object_requirement/0/comparison_operator,object_requirement/0/threshold,object_requirement/0/bx_offset,object_requirement/1/name,object_requirement/1/type,object_requirement/1/comparison_operator,object_requirement/1/threshold,object_requirement/1/bx_offset,cut/5/name,cut/5/object,cut/5/type,cut/5/minimum,cut/5/maximum,cut/5/data,object_requirement/2/name,object_requirement/2/type,object_requirement/2/comparison_operator,object_requirement/2/threshold,object_requirement/2/bx_offset,object_requirement/3/name,object_requirement/3/type,object_requirement/3/comparison_operator,object_requirement/3/threshold,object_requirement/3/bx_offset,cut/3/comment,external_requirement/2/name,external_requirement/2/bx_offset,external_requirement/3/name,external_requirement/3/bx_offset,external_requirement/4/name,external_requirement/4/bx_offset,object_requirement/4/name,object_requirement/4/type,object_requirement/4/comparison_operator,object_requirement/4/threshold,object_requirement/4/bx_offset
L1_DoubleJet60er2p7_ETM80,"comb{JET60[JET-ETA_2p7],JET60[JET-ETA_2p7]} AND ETM80",276,2,90,https://its.cern.ch/jira/browse/CMSLITDPG-87 https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETM80,ETM,.ge.,+8.0000000000000000E+01,0,JET60,JET,.ge.,+6.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet60er2p7_ETM90,"comb{JET60[JET-ETA_2p7],JET60[JET-ETA_2p7]} AND ETM90",277,2,93,https://its.cern.ch/jira/browse/CMSLITDPG-87 https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETM90,ETM,.ge.,+9.0000000000000000E+01,0,JET60,JET,.ge.,+6.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet80er2p7,"comb{JET80[JET-ETA_2p7],JET80[JET-ETA_2p7]}",154,4,34,https://its.cern.ch/jira/browse/CMSLITDPG-281,,,,,JET-ETA_2p7,JET,ETA,-2.6969999999999996E+00,+2.6969999999999996E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET80,JET,.ge.,+8.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet_100_30_DoubleJet30_Mass_Min620,"comb{JET100,JET30} AND mass_inv{JET30,JET30}[MASS_MIN_620]",283,1,75,Higgs VBF H to tau tau:,,,,,MASS_MIN_620,,MASS,+6.2000000000000000E+02,+1.4000000000000000E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET100,JET,.ge.,+1.0000000000000000E+02,0,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet_100_35_DoubleJet35_Mass_Min620,"comb{JET100,JET35} AND mass_inv{JET35,JET35}[MASS_MIN_620]",284,4,72,Higgs VBF H to tau tau: https://its.cern.ch/jira/browse/CMSLITDPG-102,,,,,MASS_MIN_620,,MASS,+6.2000000000000000E+02,+1.4000000000000000E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET100,JET,.ge.,+1.0000000000000000E+02,0,JET35,JET,.ge.,+3.5000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet_110_35_DoubleJet35_Mass_Min620,"comb{JET110,JET35} AND mass_inv{JET35,JET35}[MASS_MIN_620]",285,4,73,https://its.cern.ch/jira/browse/CMSLITDPG-102,,,,,MASS_MIN_620,,MASS,+6.2000000000000000E+02,+1.4000000000000000E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET35,JET,.ge.,+3.5000000000000000E+01,0,JET110,JET,.ge.,+1.1000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet_110_40_DoubleJet40_Mass_Min620,"comb{JET110,JET40} AND mass_inv{JET40,JET40}[MASS_MIN_620]",286,2,110,https://its.cern.ch/jira/browse/CMSLITDPG-102,,,,,MASS_MIN_620,,MASS,+6.2000000000000000E+02,+1.4000000000000000E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET40,JET,.ge.,+4.0000000000000000E+01,0,JET110,JET,.ge.,+1.1000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet_115_35_DoubleJet35_Mass_Min620,"comb{JET115,JET35} AND mass_inv{JET35,JET35}[MASS_MIN_620]",287,4,74,https://its.cern.ch/jira/browse/CMSLITDPG-102,,,,,MASS_MIN_620,,MASS,+6.2000000000000000E+02,+1.4000000000000000E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET115,JET,.ge.,+1.1500000000000000E+02,0,JET35,JET,.ge.,+3.5000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet_115_40_DoubleJet40_Mass_Min620,"comb{JET115,JET40} AND mass_inv{JET40,JET40}[MASS_MIN_620]",288,2,111,https://its.cern.ch/jira/browse/CMSLITDPG-102,,,,,MASS_MIN_620,,MASS,+6.2000000000000000E+02,+1.4000000000000000E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET115,JET,.ge.,+1.1500000000000000E+02,0,JET40,JET,.ge.,+4.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleJet_90_30_DoubleJet30_Mass_Min620,"comb{JET90,JET30} AND mass_inv{JET30,JET30}[MASS_MIN_620]",282,1,76,Higgs VBF H to tau tau:,,,,,MASS_MIN_620,,MASS,+6.2000000000000000E+02,+1.4000000000000000E+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,JET90,JET,.ge.,+9.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleLooseIsoEG22er2p1,"comb{EG22[EG-ISO_0xC,EG-ETA_2p13],EG22[EG-ISO_0xC,EG-ETA_2p13]}",111,5,35,https://its.cern.ch/jira/browse/CMSLITDPG-116,,,,,EG-ISO_0xC,EG,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"2,3",,EG-ETA_2p13,EG,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,EG22,EG,.ge.,+2.2000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleLooseIsoEG24er2p1,"comb{EG24[EG-ISO_0xC,EG-ETA_2p13],EG24[EG-ISO_0xC,EG-ETA_2p13]}",112,1,42,https://its.cern.ch/jira/browse/CMSLITDPG-150,,,,,EG-ISO_0xC,EG,ISO,+0.0000000000000000E+00,+0.0000000000000000E+00,"2,3",,EG-ETA_2p13,EG,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,,,,,,,,,,,,,,,,,,,,,EG24,EG,.ge.,+2.4000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0,"comb{MU0[MU-QLTY_DBLE],MU0[MU-QLTY_DBLE]}",30,2,65,Cosmics/Circulating:,,,,,MU-QLTY_DBLE,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"8,9,10,11,12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0_ETM40,"comb{MU0[MU-QLTY_DBLE],MU0[MU-QLTY_DBLE]} AND ETM40",432,2,66,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,MU-QLTY_DBLE,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"8,9,10,11,12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,ETM40,ETM,.ge.,+4.0000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0_ETM55,"comb{MU0[MU-QLTY_DBLE],MU0[MU-QLTY_DBLE]} AND ETM55",433,2,71,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,MU-QLTY_DBLE,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"8,9,10,11,12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,ETM55,ETM,.ge.,+5.5000000000000000E+01,0,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0_ETM60,"comb{MU0[MU-QLTY_DBLE],MU0[MU-QLTY_DBLE]} AND ETM60",434,2,73,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,MU-QLTY_DBLE,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"8,9,10,11,12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,ETM60,ETM,.ge.,+6.0000000000000000E+01,0,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0_ETM65,"comb{MU0[MU-QLTY_DBLE],MU0[MU-QLTY_DBLE]} AND ETM65",435,2,21,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,MU-QLTY_DBLE,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"8,9,10,11,12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,ETM65,ETM,.ge.,+6.5000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0_ETM70,"comb{MU0[MU-QLTY_DBLE],MU0[MU-QLTY_DBLE]} AND ETM70",436,2,76,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,MU-QLTY_DBLE,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"8,9,10,11,12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,ETM70,ETM,.ge.,+7.0000000000000000E+01,0,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0_SQ,"comb{MU0[MU-QLTY_SNGL],MU0[MU-QLTY_SNGL]}",390,5,45,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-96,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0_SQ_OS,"comb{MU0[MU-QLTY_SNGL],MU0[MU-QLTY_SNGL]}[CHGCOR_OS]",391,1,55,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-96,,,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4,"dist{MU0[MU-QLTY_SNGL,MU-ETA_1p4],MU0[MU-QLTY_SNGL,MU-ETA_1p4]}[DR_1p4,CHGCOR_OS]",381,4,69,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-78,,,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,MU-ETA_1p4,MU,ETA,-1.4083124999999999E+00,+1.4083124999999999E+00,,,DR_1p4,,DR,+0.0000000000000000E+00,+1.4000000000000001E+00,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0er1p4_dEta_Max1p8_OS,"dist{MU0[MU-QLTY_DBLE,MU-ETA_1p4],MU0[MU-QLTY_DBLE,MU-ETA_1p4]}[DETA_MAX_1p8,CHGCOR_OS]",440,1,71,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2,,,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,MU-ETA_1p4,MU,ETA,-1.4083124999999999E+00,+1.4083124999999999E+00,,,DETA_MAX_1p8,,DETA,+0.0000000000000000E+00,+1.8000000000000000E+00,,,MU-QLTY_DBLE,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"8,9,10,11,12,13,14,15",,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0er1p5_SQ_OS,"comb{MU0[MU-QLTY_SNGL,MU-ETA_1p5],MU0[MU-QLTY_SNGL,MU-ETA_1p5]}[CHGCOR_OS]",395,4,52,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-96,,,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,MU-ETA_1p5,MU,ETA,-1.5061874999999998E+00,+1.5061875000000000E+00,,,,,,,,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4,"dist{MU0[MU-QLTY_SNGL,MU-ETA_1p5],MU0[MU-QLTY_SNGL,MU-ETA_1p5]}[DR_1p4,CHGCOR_OS]",375,5,59,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-78,,,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,DR_1p4,,DR,+0.0000000000000000E+00,+1.4000000000000001E+00,,,MU-ETA_1p5,MU,ETA,-1.5061874999999998E+00,+1.5061875000000000E+00,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0er1p5_SQ_dR_Max1p4,"dist{MU0[MU-QLTY_SNGL,MU-ETA_1p5],MU0[MU-QLTY_SNGL,MU-ETA_1p5]}[DR_1p4]",223,0,75,https://its.cern.ch/jira/browse/CMSLITDPG-221,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,DR_1p4,,DR,+0.0000000000000000E+00,+1.4000000000000001E+00,,,MU-ETA_1p5,MU,ETA,-1.5061874999999998E+00,+1.5061875000000000E+00,,,,,,,,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu0er2_SQ_dR_Max1p4,"dist{MU0[MU-QLTY_SNGL,MU-ETA_2p0],MU0[MU-QLTY_SNGL,MU-ETA_2p0]}[DR_1p4]",222,1,73,https://its.cern.ch/jira/browse/CMSLITDPG-221,,,,,MU-ETA_2p0,MU,ETA,-2.0064375000000001E+00,+2.0064374999999997E+00,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,DR_1p4,,DR,+0.0000000000000000E+00,+1.4000000000000001E+00,,,,,,,,,,,,,,,MU0,MU,.ge.,+0.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu18er2p1,"comb{MU18[MU-QLTY_SNGL,MU-ETA_2p10],MU18[MU-QLTY_SNGL,MU-ETA_2p10]}",37,0,68,https://its.cern.ch/jira/browse/CMSLITDPG-116,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,MU-ETA_2p10,MU,ETA,-2.1043125000000003E+00,+2.1043124999999998E+00,,,,,,,,,,,,,,,,,,,,,,MU18,MU,.ge.,+1.8000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu22er2p1,"comb{MU22[MU-QLTY_SNGL,MU-ETA_2p10],MU22[MU-QLTY_SNGL,MU-ETA_2p10]}",38,5,46,https://its.cern.ch/jira/browse/CMSLITDPG-116,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,MU-ETA_2p10,MU,ETA,-2.1043125000000003E+00,+2.1043124999999998E+00,,,,,,,,,,,,,,,,,,,,,,MU22,MU,.ge.,+2.2000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu3_OS_DoubleEG7p5Upsilon,"mass_inv{EG7p5[EG-ETA_2p13],EG7p5[EG-ETA_2p13]}[MASS_MASS_0to20] AND mass_inv{MU3[MU-QLTY_DBLE,MU-ETA_2p3],MU3[MU-QLTY_DBLE,MU-ETA_2p3]}[MASS_MASS_0to14,CHGCOR_OS]",402,4,77,https://its.cern.ch/jira/browse/CMSLITDPG-237,,,,,MASS_MASS_0to20,,MASS,+0.0000000000000000E+00,+1.9999999999999989E+01,,,MASS_MASS_0to14,,MASS,+0.0000000000000000E+00,+1.4000000000000000E+01,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,EG-ETA_2p13,EG,ETA,-2.1315000000000000E+00,+2.1315000000000000E+00,,MU-QLTY_DBLE,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"8,9,10,11,12,13,14,15",MU3,MU,.ge.,+3.0000000000000000E+00,0,EG7p5,EG,.ge.,+7.5000000000000000E+00,0,MU-ETA_2p3,MU,ETA,-2.3000625000000001E+00,+2.3000624999999997E+00,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu3_SQ_ETMHF40_Jet60_OR_DoubleJet30,"comb{MU3[MU-QLTY_SNGL],MU3[MU-QLTY_SNGL]} AND ETMHF40 AND (comb{JET30,JET30} OR JET60)",323,2,38,Susy: https://its.cern.ch/jira/browse/CMSHLT-1541,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,ETMHF40,ETMHF,.ge.,+4.0000000000000000E+01,0,JET60,JET,.ge.,+6.0000000000000000E+01,0,,,,,,,MU3,MU,.ge.,+3.0000000000000000E+00,0,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,,,,,,
L1_DoubleMu3_SQ_ETMHF50_Jet60_OR_DoubleJet30,"comb{MU3[MU-QLTY_SNGL],MU3[MU-QLTY_SNGL]} AND ETMHF50 AND (comb{JET30,JET30} OR JET60)",324,2,58,Susy:,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,JET60,JET,.ge.,+6.0000000000000000E+01,0,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,ETMHF50,ETMHF,.ge.,+5.0000000000000000E+01,0,MU3,MU,.ge.,+3.0000000000000000E+00,0,,,,,,,,,,,,
L1_DoubleMu3_SQ_ETMHF60_Jet60_OR_DoubleJet30,"comb{MU3[MU-QLTY_SNGL],MU3[MU-QLTY_SNGL]} AND ETMHF60 AND (comb{JET30,JET30} OR JET60)",325,2,98,Susy:,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,JET60,JET,.ge.,+6.0000000000000000E+01,0,,,,,,,MU3,MU,.ge.,+3.0000000000000000E+00,0,ETMHF60,ETMHF,.ge.,+6.0000000000000000E+01,0,,,,,,,,,,,,
L1_DoubleMu3_SQ_ETMHF70_Jet60_OR_DoubleJet30,"comb{MU3[MU-QLTY_SNGL],MU3[MU-QLTY_SNGL]} AND ETMHF70 AND (comb{JET30,JET30} OR JET60)",326,2,75,Susy:,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,JET30,JET,.ge.,+3.0000000000000000E+01,0,ETMHF70,ETMHF,.ge.,+7.0000000000000000E+01,0,,,,,,,JET60,JET,.ge.,+6.0000000000000000E+01,0,MU3,MU,.ge.,+3.0000000000000000E+00,0,,,,,,,,,,,,
L1_DoubleMu3_SQ_ETMHF80_Jet60_OR_DoubleJet30,"comb{MU3[MU-QLTY_SNGL],MU3[MU-QLTY_SNGL]} AND ETMHF80 AND (comb{JET30,JET30} OR JET60)",327,2,80,Susy:,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,JET60,JET,.ge.,+6.0000000000000000E+01,0,JET30,JET,.ge.,+3.0000000000000000E+01,0,,,,,,,ETMHF80,ETMHF,.ge.,+8.0000000000000000E+01,0,MU3,MU,.ge.,+3.0000000000000000E+00,0,,,,,,,,,,,,
L1_DoubleMu3_SQ_HTT100er,"comb{MU3[MU-QLTY_SNGL],MU3[MU-QLTY_SNGL]} AND HTT100",328,2,104,Susy:,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,MU3,MU,.ge.,+3.0000000000000000E+00,0,HTT100,HTT,.ge.,+1.0000000000000000E+02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu3_SQ_HTT200er,"comb{MU3[MU-QLTY_SNGL],MU3[MU-QLTY_SNGL]} AND HTT200",329,2,99,Added by L1DPG,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,HTT200,HTT,.ge.,+2.0000000000000000E+02,0,MU3,MU,.ge.,+3.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu3_SQ_HTT220er,"comb{MU3[MU-QLTY_SNGL],MU3[MU-QLTY_SNGL]} AND HTT220",330,2,103,Added by L1DPG,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,HTT220,HTT,.ge.,+2.2000000000000000E+02,0,MU3,MU,.ge.,+3.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu3_SQ_HTT240er,"comb{MU3[MU-QLTY_SNGL],MU3[MU-QLTY_SNGL]} AND HTT240",331,2,105,Added by L1DPG,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,HTT240,HTT,.ge.,+2.4000000000000000E+02,0,MU3,MU,.ge.,+3.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu4_OS_EG12,"comb{MU4[MU-QLTY_DBLE],MU4[MU-QLTY_DBLE]}[CHGCOR_OS] AND EG12",380,5,50,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-78,,,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,MU-QLTY_DBLE,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"8,9,10,11,12,13,14,15",,,,,,,,,,,,,,,,,,,,,MU4,MU,.ge.,+4.0000000000000000E+00,0,EG12,EG,.ge.,+1.2000000000000000E+01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu4_SQ_OS,"comb{MU4[MU-QLTY_SNGL],MU4[MU-QLTY_SNGL]}[CHGCOR_OS]",396,1,56,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-96,,,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,MU4,MU,.ge.,+4.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu4_SQ_OS_dR_Max1p2,"dist{MU4[MU-QLTY_SNGL],MU4[MU-QLTY_SNGL]}[DR_1p2,CHGCOR_OS]",377,2,107,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-78,,,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,DR_1p2,,DR,+0.0000000000000000E+00,+1.2000000000000002E+00,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,MU4,MU,.ge.,+4.0000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu4p5_SQ,"comb{MU4p5[MU-QLTY_SNGL],MU4p5[MU-QLTY_SNGL]}",392,4,53,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-96,,,,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,MU4p5,MU,.ge.,+4.5000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1_DoubleMu4p5_SQ_OS,"comb{MU4p5[MU-QLTY_SNGL],MU4p5[MU-QLTY_SNGL]}[CHGCOR_OS]",393,0,69,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-96,,,,,CHGCOR_OS,,CHGCOR,+0.0000000000000000E+00,+0.0000000000000000E+00,os,,MU-QLTY_SNGL,MU,QLTY,+0.0000000000000000E+00,+0.0000000000000000E+00,"12,13,14,15",,,,,,,,,,,,,,,,,,,,,MU4p5,MU,.ge.,+4.5000000000000000E+00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
